customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0329-ABCDE,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),51.94,320.74,Yes
0330-ABCDE,Male,0,Yes,Yes,8,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,56.98,466.91,Yes
0331-ABCDE,Male,0,No,Yes,44,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.63,3451.53,Yes
0332-ABCDE,Female,0,No,Yes,33,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),25.12,791.66,Yes
0333-ABCDE,Male,0,No,Yes,50,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.1,2229.23,Yes
0334-ABCDE,Female,0,Yes,No,11,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,38.07,414.86,Yes
0335-ABCDE,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),19.62,539.28,No
0336-ABCDE,Male,1,No,No,70,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.76,5164.71,No
0337-ABCDE,Male,0,No,No,41,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,75.23,3064.88,No
0338-ABCDE,Female,0,No,No,16,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),57.16,877.28,No
0339-ABCDE,Female,0,Yes,Yes,68,No,Yes,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,45.41,3216.32,No
0340-ABCDE,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.51,4169.45,Yes
0341-ABCDE,Female,0,No,No,56,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),31.74,1698.59,Yes
0342-ABCDE,Male,0,No,No,64,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,70.9,4548.97,No
0343-ABCDE,Female,1,No,Yes,59,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,96.34,5447.25,Yes
0344-ABCDE,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.76,2227.81,No
0345-ABCDE,Male,0,No,No,11,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),94.83,1054.92,Yes
0346-ABCDE,Male,0,No,Yes,18,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),95.6,1664.44,No
0347-ABCDE,Female,1,Yes,No,19,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),24.11,436.14,No
0348-ABCDE,Female,0,No,No,55,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,19.92,1044.28,No
0349-ABCDE,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,117.34,3053.09,Yes
0350-ABCDE,Female,0,No,No,6,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Electronic check,37.73,231.69,No
0351-ABCDE,Male,0,No,Yes,4,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,101.86,391.99,Yes
0352-ABCDE,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),75.31,2123.12,Yes
0353-ABCDE,Female,1,Yes,No,59,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,44.98,2607.98,Yes
0354-ABCDE,Female,0,Yes,Yes,17,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,31.26,516.44,Yes
0355-ABCDE,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,68.66,2920.3,No
0356-ABCDE,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.55,3953.73,No
0357-ABCDE,Female,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),89.29,3092.0,No
0358-ABCDE,Male,0,No,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.23,922.74,Yes
0359-ABCDE,Male,0,Yes,Yes,13,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.14,1357.91,Yes
0360-ABCDE,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.99,370.5,Yes
0361-ABCDE,Male,0,No,Yes,65,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.65,7161.09,No
0362-ABCDE,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.01,4629.14,Yes
0363-ABCDE,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),112.77,4214.84,No
0364-ABCDE,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),64.78,3633.07,No
0365-ABCDE,Male,0,No,Yes,44,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,96.39,4041.74,No
0366-ABCDE,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,78.35,709.62,No
0367-ABCDE,Female,0,No,Yes,37,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),49.67,1886.09,No
0368-ABCDE,Male,1,Yes,No,36,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,119.43,4242.33,No
0369-ABCDE,Male,1,Yes,No,28,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),21.91,616.26,No
0370-ABCDE,Female,0,No,No,42,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),34.55,1453.47,No
0371-ABCDE,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,109.04,4498.72,No
0372-ABCDE,Female,0,No,No,42,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.18,997.44,No
0373-ABCDE,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,108.46,6814.35,No
0374-ABCDE,Male,0,No,Yes,55,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,90.95,4807.52,No
0375-ABCDE,Female,0,Yes,Yes,72,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,21.74,1614.09,No
0376-ABCDE,Female,0,No,Yes,48,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),61.79,3063.62,No
0377-ABCDE,Male,0,No,No,22,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,94.96,2152.2,No
0378-ABCDE,Female,0,No,Yes,27,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.48,2139.41,Yes
0379-ABCDE,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,113.46,7824.79,No
0380-ABCDE,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,106.5,1408.17,Yes
0381-ABCDE,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,51.93,2376.54,Yes
0382-ABCDE,Female,0,Yes,Yes,10,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,26.63,270.76,No
0383-ABCDE,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.31,1030.23,Yes
0384-ABCDE,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),70.76,3768.82,No
0385-ABCDE,Female,0,No,Yes,27,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,25.59,706.83,No
0386-ABCDE,Male,0,Yes,Yes,34,Yes,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.29,3374.52,Yes
0387-ABCDE,Male,0,Yes,Yes,1,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),106.59,107.05,Yes
0388-ABCDE,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,83.22,2645.29,No
0389-ABCDE,Male,0,No,No,71,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),63.65,4418.2,No
0390-ABCDE,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,85.54,6003.23,No
0391-ABCDE,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),90.08,1758.14,Yes
0392-ABCDE,Female,1,No,No,35,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.09,3745.34,Yes
0393-ABCDE,Female,0,No,No,17,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),115.5,1897.05,Yes
0394-ABCDE,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,70.46,1309.24,Yes
0395-ABCDE,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,99.45,4514.0,Yes
0396-ABCDE,Female,0,No,No,53,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,116.38,6237.86,Yes
0397-ABCDE,Female,1,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,33.43,2346.11,No
0398-ABCDE,Female,0,No,Yes,65,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.86,1270.62,No
0399-ABCDE,Male,0,No,Yes,1,Yes,No phone service,No,No,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),106.63,103.36,Yes
0400-ABCDE,Female,0,No,No,58,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.92,2133.03,No
0401-ABCDE,Female,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),22.33,594.09,No
0402-ABCDE,Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),34.33,694.44,No
0403-ABCDE,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Two year,No,Electronic check,57.18,555.01,No
0404-ABCDE,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),40.37,2297.29,No
0405-ABCDE,Female,1,Yes,Yes,41,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,49.14,1938.32,No
0406-ABCDE,Female,1,No,Yes,5,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,117.48,594.91,Yes
0407-ABCDE,Female,0,No,No,65,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.85,5548.31,Yes
0408-ABCDE,Female,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.64,1466.66,Yes
0409-ABCDE,Female,0,Yes,No,22,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.66,601.8,No
0410-ABCDE,Male,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),92.67,3872.17,No
0411-ABCDE,Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.41,6475.77,No
0412-ABCDE,Female,0,No,Yes,69,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),85.29,5843.88,No
0413-ABCDE,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.3,462.98,Yes
0414-ABCDE,Male,0,Yes,No,56,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),61.15,3431.62,No
0415-ABCDE,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.32,5574.06,No
0416-ABCDE,Male,0,No,Yes,21,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,86.36,1752.35,Yes
0417-ABCDE,Female,1,No,No,26,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),92.74,2435.51,No
0418-ABCDE,Female,0,No,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,77.91,1478.99,No
0419-ABCDE,Female,0,Yes,Yes,60,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),63.86,3714.53,No
0420-ABCDE,Female,1,Yes,No,71,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,95.42,6944.18,No
0421-ABCDE,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),24.93,1145.41,No
0422-ABCDE,Female,1,Yes,Yes,71,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.66,6080.08,Yes
0423-ABCDE,Male,0,Yes,No,26,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Mailed check,119.71,3073.5,Yes
0424-ABCDE,Female,0,Yes,No,40,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),97.58,3803.36,No
0425-ABCDE,Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),47.64,236.55,No
0426-ABCDE,Male,0,No,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.34,970.55,No
0427-ABCDE,Female,0,Yes,No,4,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),86.06,352.65,Yes
0428-ABCDE,Male,0,No,Yes,23,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,109.38,2582.42,Yes
0429-ABCDE,Female,0,No,Yes,15,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,76.95,1114.84,Yes
0430-ABCDE,Male,0,Yes,Yes,8,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),71.8,579.73,Yes
0431-ABCDE,Female,1,No,No,41,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.36,1464.57,Yes
0432-ABCDE,Male,1,Yes,Yes,19,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),90.98,1660.99,No
0433-ABCDE,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,89.63,4111.81,No
0434-ABCDE,Female,0,No,No,28,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,116.63,3347.4,Yes
0435-ABCDE,Female,0,Yes,Yes,68,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,48.62,3343.02,No
0436-ABCDE,Female,0,Yes,Yes,15,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),95.16,1370.39,No
0437-ABCDE,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.27,2280.17,Yes
0438-ABCDE,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),74.96,75.01,Yes
0439-ABCDE,Male,0,Yes,No,67,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.28,7122.23,No
0440-ABCDE,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),40.64,944.01,Yes
0441-ABCDE,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),52.97,1499.19,No
0442-ABCDE,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,96.88,3827.21,Yes
0443-ABCDE,Female,1,No,No,63,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),76.19,4656.12,No
0444-ABCDE,Female,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,27.43,1658.86,No
0445-ABCDE,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,61.88,2253.07,Yes
0446-ABCDE,Male,0,Yes,No,24,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.84,1814.64,Yes
0447-ABCDE,Female,1,Yes,Yes,24,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),110.77,2603.03,No
0448-ABCDE,Male,1,No,No,4,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),37.23,154.2,No
0449-ABCDE,Female,0,No,Yes,67,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,100.21,7049.11,No
0450-ABCDE,Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),31.32,1045.52,Yes
0451-ABCDE,Female,0,Yes,No,57,Yes,No,No,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),42.71,2348.99,No
0452-ABCDE,Female,0,No,Yes,49,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.82,2159.69,No
0453-ABCDE,Female,1,No,No,53,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.5,5754.73,No
0454-ABCDE,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),38.3,845.7,No
0455-ABCDE,Male,0,No,Yes,69,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.27,7083.57,No
0456-ABCDE,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),65.1,3304.71,No
0457-ABCDE,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.91,7527.62,Yes
0458-ABCDE,Male,0,Yes,Yes,41,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.59,4214.88,No
0459-ABCDE,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.45,5356.81,Yes
0460-ABCDE,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.81,6224.81,No
0461-ABCDE,Male,0,Yes,Yes,54,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.67,4548.16,Yes
0462-ABCDE,Female,0,No,No,70,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,7618.34,No
0463-ABCDE,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),44.63,2533.33,No
0464-ABCDE,Female,0,No,No,10,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),27.97,280.34,Yes
0465-ABCDE,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,80.83,3149.08,No
0466-ABCDE,Female,0,Yes,No,7,No,No,No,No,No,No internet service,No,No,No,Two year,No,Mailed check,62.34,453.48,No
0467-ABCDE,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,61.5,2447.11,No
0468-ABCDE,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),71.73,4500.8,No
0469-ABCDE,Female,0,Yes,Yes,3,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),54.86,165.28,No
0470-ABCDE,Male,0,No,No,51,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),81.86,4365.57,No
0471-ABCDE,Female,1,Yes,No,47,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,21.12,958.28,No
0472-ABCDE,Male,0,No,Yes,68,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,116.93,7934.14,No
0473-ABCDE,Female,0,No,No,38,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.32,4284.21,Yes
0474-ABCDE,Male,0,Yes,Yes,36,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.4,4079.1,Yes
0475-ABCDE,Female,0,Yes,Yes,41,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,55.23,2332.91,No
0476-ABCDE,Male,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),72.25,5070.2,No
0477-ABCDE,Female,0,Yes,No,13,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,115.32,1443.19,Yes
0478-ABCDE,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),110.04,6284.32,No
0479-ABCDE,Female,0,No,No,50,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Electronic check,98.6,4850.66,No
0480-ABCDE,Female,0,No,Yes,30,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),59.55,1798.23,No
0481-ABCDE,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.56,4587.02,No
0482-ABCDE,Male,0,Yes,No,25,No,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,98.88,2377.39,Yes
0483-ABCDE,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),45.85,1256.98,No
0484-ABCDE,Male,0,No,Yes,51,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),81.9,4323.52,No
0485-ABCDE,Female,0,Yes,Yes,57,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),102.45,6091.69,Yes
0486-ABCDE,Male,0,No,No,47,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,90.16,4437.78,Yes
0487-ABCDE,Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,66.91,2682.85,No
0488-ABCDE,Male,0,No,No,16,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),77.63,1197.33,Yes
0489-ABCDE,Male,1,No,Yes,22,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),118.84,2706.8,No
0490-ABCDE,Female,0,Yes,Yes,54,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,79.4,4244.71,No
0491-ABCDE,Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.13,2108.11,Yes
0492-ABCDE,Male,0,No,Yes,72,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),92.11,6652.66,No
0493-ABCDE,Female,0,No,No,16,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),89.55,1479.88,Yes
0494-ABCDE,Male,0,Yes,No,59,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Electronic check,91.07,5333.1,No
